@relation 'Frequency (Hz) vs Intensity (dB)'

@attribute Frequency numeric
@attribute Intensity numeric

@data
615.38462, 0.13975
1538.46154, 0.14007
615.38462, 0.13448
861.53846, 0.12519
1046.15385, 0.12109
307.69231, 0.12998
246.15385, 0.14339
615.38462, 0.14564
2830.76923, 0.12057
615.38462, 0.12892
861.53846, 0.13313
1230.76923, 0.13839
553.84615, 0.13732
492.30769, 0.15933
1046.15385, 0.14883
1415.38462, 0.12678
1107.69231, 0.19588
1107.69231, 0.13209
923.07692, 0.12916
615.38462, 0.16543
676.92308, 0.13501
738.46154, 0.13685
984.61538, 0.14564
246.15385, 0.13575
1292.30769, 0.11711
492.30769, 0.13940
430.76923, 0.13855
1538.46154, 0.14553
676.92308, 0.12490
1230.76923, 0.15763
676.92308, 0.13259
553.84615, 0.14575
923.07692, 0.14947
492.30769, 0.14227
1230.76923, 0.12931
1784.61538, 0.13561
676.92308, 0.13566
615.38462, 0.12593
1046.15385, 0.12843
492.30769, 0.14538
615.38462, 0.13785
861.53846, 0.14717
430.76923, 0.14097
1107.69231, 0.15679
615.38462, 0.14626
1107.69231, 0.14267
615.38462, 0.19689
861.53846, 0.13517
246.15385, 0.12108
553.84615, 0.14403
553.84615, 0.13632
553.84615, 0.16497
738.46154, 0.15493
430.76923, 0.12720
615.38462, 0.13278
492.30769, 0.17027
615.38462, 0.13187
984.61538, 0.14881
615.38462, 0.14809
369.23077, 0.12019
369.23077, 0.13716
492.30769, 0.13881
1538.46154, 0.15058
984.61538, 0.12310
307.69231, 0.12831
1046.15385, 0.13563
676.92308, 0.13566
615.38462, 0.15696
492.30769, 0.11868
1353.84615, 0.11529
553.84615, 0.12888
1415.38462, 0.12298
800.00000, 0.13350
861.53846, 0.13744
676.92308, 0.13504
1600.00000, 0.13953
492.30769, 0.14892
1538.46154, 0.16250
553.84615, 0.13374
800.00000, 0.13593
738.46154, 0.15378
984.61538, 0.13543
492.30769, 0.14556
1476.92308, 0.14587
4000.00000, 0.11975
861.53846, 0.12176
553.84615, 0.12039
369.23077, 0.13954
1353.84615, 0.18004
1476.92308, 0.17202
1415.38462, 0.15233
615.38462, 0.14912
1046.15385, 0.14625
553.84615, 0.16238
1107.69231, 0.13558
492.30769, 0.13056
2461.53846, 0.12066
984.61538, 0.14551
553.84615, 0.14623
615.38462, 0.13719
738.46154, 0.11530
1230.76923, 0.12560
1476.92308, 0.13291
861.53846, 0.45956
738.46154, 0.12515
1107.69231, 0.13364
738.46154, 0.13679
1292.30769, 0.11735
307.69231, 0.22186
430.76923, 0.15441
1292.30769, 0.13748
369.23077, 0.12991
615.38462, 0.12421
1046.15385, 0.15793
492.30769, 0.17510
738.46154, 0.17380
800.00000, 0.13623
307.69231, 0.12554
615.38462, 0.12921
738.46154, 0.14292
2092.30769, 0.12606
492.30769, 0.13992
1415.38462, 0.13545
923.07692, 0.12428
1230.76923, 0.13158
923.07692, 0.14187
1600.00000, 0.13253
553.84615, 0.13320
738.46154, 0.13584
553.84615, 0.12804
738.46154, 0.13062
800.00000, 0.12771
738.46154, 0.15314
676.92308, 0.14488
430.76923, 0.15394
430.76923, 0.15175
861.53846, 0.42140
430.76923, 0.43438
984.61538, 0.24139
430.76923, 0.26167
800.00000, 0.13821
738.46154, 0.14023
738.46154, 0.14725
800.00000, 0.12301
800.00000, 0.11888
800.00000, 0.13176
430.76923, 0.26832
676.92308, 0.14758
1353.84615, 0.13287
1969.23077, 0.11984
553.84615, 0.12987
430.76923, 0.22687
738.46154, 0.21554
184.61538, 0.13949
246.15385, 0.13832
1476.92308, 0.13906
1230.76923, 0.12665
800.00000, 0.15214
923.07692, 0.16929
676.92308, 0.12278
61.53846, 0.13791
676.92308, 0.12563
615.38462, 0.14323
1353.84615, 0.16584
676.92308, 0.12844
553.84615, 0.12013
676.92308, 0.13898
61.53846, 0.12398
553.84615, 0.15795
615.38462, 0.14082
553.84615, 0.13069
1046.15385, 0.14719
861.53846, 0.12967
307.69231, 0.14314
553.84615, 0.13332
861.53846, 0.13310
553.84615, 0.13607
2030.76923, 0.13515
430.76923, 0.11763
492.30769, 0.15212
923.07692, 0.13168
615.38462, 0.14852
1538.46154, 0.12555
369.23077, 0.16166
615.38462, 0.14631
307.69231, 0.14084
1292.30769, 0.15252
923.07692, 0.12876
676.92308, 0.13202
984.61538, 0.39828
307.69231, 0.19281
1292.30769, 0.13762
1415.38462, 0.12891
1353.84615, 0.13653
1784.61538, 0.12080
553.84615, 0.13966
369.23077, 0.18712
615.38462, 0.14553
61.53846, 0.12925
430.76923, 0.16671
1107.69231, 0.13383
676.92308, 0.16112
246.15385, 0.14710
1169.23077, 0.14025
923.07692, 0.14632
553.84615, 0.15361
430.76923, 0.25946
923.07692, 0.14801
861.53846, 0.13888
492.30769, 0.12150
1353.84615, 0.12765
1169.23077, 0.12359
553.84615, 0.14496
923.07692, 0.15679
1046.15385, 0.12277
1538.46154, 0.12259
553.84615, 0.13134
492.30769, 0.17731
1046.15385, 0.15796
1292.30769, 0.12789
1230.76923, 0.13253
553.84615, 0.14457
430.76923, 0.13106
1292.30769, 0.14366
984.61538, 0.11949
1230.76923, 0.12641
738.46154, 0.13401
492.30769, 0.12876
676.92308, 0.13863
800.00000, 0.12921
1907.69231, 0.13585
1046.15385, 0.13670
246.15385, 0.14405
800.00000, 0.12109
553.84615, 0.12578
615.38462, 0.13639
246.15385, 0.12520
492.30769, 0.15082
615.38462, 0.15902
307.69231, 0.12334
738.46154, 0.14361
861.53846, 0.12052
1169.23077, 0.12589
615.38462, 0.15469
738.46154, 0.16054
1230.76923, 0.14551
1476.92308, 0.13609
738.46154, 0.13449
492.30769, 0.14428
1600.00000, 0.11881
738.46154, 0.13985
923.07692, 0.15195
861.53846, 0.11941
246.15385, 0.14339
861.53846, 0.12216
492.30769, 0.22081
1230.76923, 0.19098
923.07692, 0.12925
861.53846, 0.67816
1169.23077, 0.15879
738.46154, 0.17121
1107.69231, 0.20827
369.23077, 0.24054
1230.76923, 1.05915
1169.23077, 0.59267
492.30769, 0.21314
800.00000, 0.15104
1107.69231, 0.12023
307.69231, 0.24178
1723.07692, 0.13705
1723.07692, 0.20364
2707.69231, 0.12918
1230.76923, 0.12849
738.46154, 0.22017
430.76923, 0.17952
1476.92308, 0.12901
676.92308, 0.11673
738.46154, 0.12924
307.69231, 0.12126
1415.38462, 0.15565
307.69231, 0.13978
861.53846, 0.13475
861.53846, 0.12894
1107.69231, 0.16221
2030.76923, 0.13599
861.53846, 0.11737
1169.23077, 0.11819
676.92308, 0.12808
553.84615, 0.12661
430.76923, 0.19035
1907.69231, 0.13255
923.07692, 0.13179
984.61538, 0.12773
676.92308, 0.14768
430.76923, 0.15727
738.46154, 0.12309
984.61538, 0.13599
492.30769, 0.14081
1723.07692, 0.13258
738.46154, 0.15525
738.46154, 0.36313
1846.15385, 0.12432
800.00000, 0.15433
615.38462, 0.13442
492.30769, 0.17818
676.92308, 0.15808
1169.23077, 0.12864
492.30769, 0.12955
1169.23077, 0.12740
923.07692, 0.22801
923.07692, 0.19115
1046.15385, 0.27724
1169.23077, 0.28296
1169.23077, 0.28469
923.07692, 0.19934
984.61538, 0.15663
676.92308, 0.13712
492.30769, 0.14858
307.69231, 0.11920
984.61538, 0.14613
553.84615, 0.14939
553.84615, 0.15302
738.46154, 0.12486
615.38462, 0.13013
861.53846, 0.12545
369.23077, 0.14978
246.15385, 0.13658
2215.38462, 0.13711
553.84615, 0.15714
246.15385, 0.12928
492.30769, 0.14201
615.38462, 0.15274
615.38462, 0.13719
492.30769, 0.12248
615.38462, 0.13542
1661.53846, 0.14043
430.76923, 0.18752
553.84615, 0.15085
1353.84615, 0.26830
1169.23077, 0.12889
492.30769, 0.13703
553.84615, 0.15609
553.84615, 0.25242
2092.30769, 0.12052
800.00000, 0.13642
61.53846, 0.14712
430.76923, 0.16467
1600.00000, 0.13743
553.84615, 0.13985
61.53846, 0.13962
1169.23077, 0.12138
369.23077, 0.14310
492.30769, 0.19132
984.61538, 0.14271
1661.53846, 0.12741
1046.15385, 0.15355
615.38462, 0.15149
369.23077, 0.15910
553.84615, 0.23103
800.00000, 0.13254
1046.15385, 0.13101
553.84615, 0.15755
1846.15385, 0.13988
676.92308, 0.14611
1046.15385, 0.13030
553.84615, 0.13393
800.00000, 0.13690
676.92308, 0.16788
430.76923, 0.19321
800.00000, 0.14951
184.61538, 0.14527
861.53846, 0.12321
369.23077, 0.12948
800.00000, 0.37033
738.46154, 0.30879
1538.46154, 0.11981
923.07692, 0.13955
615.38462, 0.13532
553.84615, 0.16643
1107.69231, 0.12690
676.92308, 0.16862
61.53846, 0.13606
861.53846, 0.14386
615.38462, 0.16949
676.92308, 0.14071
861.53846, 0.14443
738.46154, 0.12594
307.69231, 0.14088
492.30769, 0.15274
553.84615, 0.16059
184.61538, 0.36627
800.00000, 0.22327
184.61538, 0.14907
800.00000, 0.14751
553.84615, 0.14380
923.07692, 0.13112
246.15385, 0.13022
676.92308, 0.12923
184.61538, 0.13761
1292.30769, 0.13523
1046.15385, 0.13082
430.76923, 0.14304
2215.38462, 0.11780
615.38462, 0.11961
738.46154, 0.15580
1107.69231, 0.14798
553.84615, 0.12483
923.07692, 0.20531
1107.69231, 0.11973
1107.69231, 0.12985
615.38462, 0.13724
861.53846, 0.17025
492.30769, 0.13715
1046.15385, 0.13763
923.07692, 0.13016
1107.69231, 0.14584
430.76923, 0.13784
615.38462, 0.18095
676.92308, 0.14159
800.00000, 0.15511
738.46154, 0.12477
1415.38462, 0.14865
800.00000, 0.13337
430.76923, 0.14920
738.46154, 0.15320
553.84615, 0.11611
738.46154, 0.15285
492.30769, 0.13627
1169.23077, 0.12948
246.15385, 0.17591
1046.15385, 0.12383
923.07692, 0.14783
1107.69231, 0.16243
1230.76923, 0.28705
553.84615, 0.16078
1107.69231, 0.15596
676.92308, 0.16365
923.07692, 0.52676
369.23077, 0.48995
246.15385, 0.18829
246.15385, 0.27795
430.76923, 0.17960
307.69231, 0.18214
307.69231, 0.18795
676.92308, 0.13763
61.53846, 0.12923
738.46154, 0.13074
1661.53846, 0.15498
800.00000, 0.12803
492.30769, 0.13288
861.53846, 0.12337
984.61538, 0.15183
676.92308, 0.13321
923.07692, 0.16597
1476.92308, 0.11570
1415.38462, 0.15322
984.61538, 0.32001
1230.76923, 0.93338
1230.76923, 0.93782
1230.76923, 0.73162
1169.23077, 0.51639
1292.30769, 0.28358
923.07692, 0.13911
984.61538, 0.17376
553.84615, 0.18013
615.38462, 0.13555
1230.76923, 0.13558
430.76923, 0.13460
615.38462, 0.13584
1415.38462, 0.16870
738.46154, 0.14386
615.38462, 0.13806
492.30769, 0.13948
307.69231, 0.14310
246.15385, 0.17129
923.07692, 0.14576
984.61538, 0.13613
1476.92308, 0.12457
738.46154, 0.19604
738.46154, 0.14351
1415.38462, 0.14308
738.46154, 0.19117
492.30769, 0.12354
1415.38462, 0.13787
738.46154, 0.15508
923.07692, 0.13211
738.46154, 0.12469
1107.69231, 0.12619
984.61538, 0.13724
676.92308, 0.13164
1046.15385, 0.13787
61.53846, 0.12985
307.69231, 0.14225
615.38462, 0.13085
307.69231, 0.14872
738.46154, 0.13315
615.38462, 0.13984
492.30769, 0.12828
1538.46154, 0.12759
1600.00000, 0.13779
800.00000, 0.11989
676.92308, 0.33551
615.38462, 0.16898
1415.38462, 0.13513
1538.46154, 0.19019
1415.38462, 0.17280
676.92308, 0.18218
1169.23077, 0.44475
676.92308, 1.78626
61.53846, 0.14513
430.76923, 0.22776
492.30769, 0.17023
553.84615, 0.12433
1538.46154, 0.13018
861.53846, 0.12028
738.46154, 0.13859
430.76923, 0.15554
800.00000, 0.13334
184.61538, 0.13344
1846.15385, 0.13231
1538.46154, 0.12051
2153.84615, 0.20616
984.61538, 0.11917
1230.76923, 0.15799
1107.69231, 0.52587
1230.76923, 0.94594
1169.23077, 0.73519
1169.23077, 0.48721
1107.69231, 0.25428
1230.76923, 0.14303
923.07692, 0.12756
492.30769, 0.12646
430.76923, 0.13654
923.07692, 0.13483
984.61538, 0.12356
738.46154, 0.14019
800.00000, 0.11367
800.00000, 0.14036
984.61538, 0.14468
1169.23077, 0.13708
738.46154, 0.14560
1107.69231, 0.12455
738.46154, 0.11899
676.92308, 0.16972
1230.76923, 0.21176
1169.23077, 0.29273
1230.76923, 0.32451
1107.69231, 0.30052
1230.76923, 0.21935
1107.69231, 0.25567
1169.23077, 0.16577
1230.76923, 0.14313
1230.76923, 0.12716
1784.61538, 0.15006
676.92308, 0.18803
800.00000, 0.14408
676.92308, 0.12115
861.53846, 0.12781
676.92308, 0.20457
676.92308, 0.15200
492.30769, 0.15979
1107.69231, 0.15242
861.53846, 0.13386
861.53846, 0.13903
1169.23077, 0.31450
676.92308, 0.16885
1230.76923, 0.32872
1107.69231, 0.19064
1230.76923, 0.26218
800.00000, 0.14161
553.84615, 0.13137
738.46154, 0.11673
1538.46154, 0.13231
676.92308, 0.15020
984.61538, 0.17239
492.30769, 0.15783
676.92308, 0.12005
738.46154, 0.12292
984.61538, 0.16821
984.61538, 0.20111
615.38462, 0.16957
492.30769, 0.14536
615.38462, 0.12028
430.76923, 0.16530
615.38462, 0.14877
615.38462, 0.14630
676.92308, 0.14054
492.30769, 0.13617
984.61538, 0.16993
615.38462, 0.15788
923.07692, 0.12420
492.30769, 0.14880
1046.15385, 0.11833
615.38462, 0.12865
800.00000, 0.12273
1230.76923, 0.16212
676.92308, 0.16488
984.61538, 0.35494
430.76923, 0.30399
369.23077, 0.38024
553.84615, 0.55587
369.23077, 0.31863
369.23077, 0.33214
1230.76923, 0.68650
61.53846, 0.18933
1292.30769, 0.13812
307.69231, 0.18000
430.76923, 0.22352
1538.46154, 0.13649
61.53846, 0.11798
923.07692, 0.12671
1046.15385, 0.15491
61.53846, 0.13495
861.53846, 0.12426
2276.92308, 0.12231
1107.69231, 0.13182
430.76923, 0.21593
430.76923, 0.15251
553.84615, 0.13224
430.76923, 0.12130
984.61538, 0.14040
430.76923, 0.20751
1107.69231, 0.15407
615.38462, 0.12722
1046.15385, 0.12482
800.00000, 0.13039
738.46154, 0.16065
861.53846, 0.12328
738.46154, 0.13507
738.46154, 0.12464
553.84615, 0.12891
800.00000, 0.16845
615.38462, 0.16227
923.07692, 0.13062
676.92308, 0.20993
1169.23077, 2.45709
800.00000, 1.87527
553.84615, 0.73514
492.30769, 0.48846
430.76923, 0.33101
1107.69231, 0.55188
1107.69231, 0.38920
246.15385, 0.88886
307.69231, 0.67532
676.92308, 0.91167
553.84615, 0.44818
1969.23077, 0.48120
492.30769, 0.55760
430.76923, 3.61546
369.23077, 3.28458
553.84615, 3.76837
492.30769, 8.43205
369.23077, 0.92539
1661.53846, 0.13105
1784.61538, 0.21474
430.76923, 0.25892
1476.92308, 0.33802
1353.84615, 0.52356
1353.84615, 0.39885
615.38462, 0.13824
1415.38462, 0.41102
553.84615, 0.14599
1538.46154, 0.29111
2400.00000, 0.13103
430.76923, 0.16390
369.23077, 3.45432
1415.38462, 1.46073
369.23077, 1.55042
1230.76923, 0.95855
246.15385, 0.33057
430.76923, 0.44247
492.30769, 0.52452
430.76923, 0.55938
430.76923, 0.16762
430.76923, 0.47602
430.76923, 0.72028
430.76923, 0.55738
492.30769, 0.24998
430.76923, 0.30198
492.30769, 0.14351
430.76923, 0.43114
984.61538, 0.11977
923.07692, 0.11905
553.84615, 0.12886
492.30769, 0.42245
492.30769, 0.61871
492.30769, 1.26969
307.69231, 0.58102
492.30769, 0.52453
369.23077, 0.32667
1107.69231, 0.19564
369.23077, 0.19253
430.76923, 0.13067
1353.84615, 0.14577
923.07692, 0.13971
1476.92308, 0.13287
492.30769, 0.15054
307.69231, 0.21144
492.30769, 0.64790
1476.92308, 0.19574
1230.76923, 0.24825
1292.30769, 0.13382
1415.38462, 0.17714
369.23077, 0.14652
1169.23077, 0.14864
1600.00000, 0.12645
984.61538, 0.11967
1353.84615, 0.11364
1292.30769, 0.12681
492.30769, 0.13687
369.23077, 0.11376
369.23077, 0.12641
984.61538, 0.12297
492.30769, 0.17042
1107.69231, 0.12195
676.92308, 0.14123
738.46154, 0.13154
1476.92308, 0.11658
615.38462, 0.13547
553.84615, 0.15768
307.69231, 0.12453
738.46154, 0.14442
615.38462, 0.13031
615.38462, 0.12471
738.46154, 0.13194
307.69231, 0.12341
61.53846, 0.13764
738.46154, 0.11797
738.46154, 0.14591
1046.15385, 0.13232
1107.69231, 0.11751
2830.76923, 0.12385
800.00000, 0.12984
738.46154, 0.15823
1107.69231, 0.12458
1230.76923, 0.15341
1230.76923, 0.30120
1230.76923, 0.26994
923.07692, 0.13500
1661.53846, 0.12906
1107.69231, 0.18853
1415.38462, 0.12271
1107.69231, 0.13698
553.84615, 0.14151
923.07692, 0.15767
430.76923, 0.12467
1046.15385, 0.12487
861.53846, 0.12544
1292.30769, 0.12220
1107.69231, 0.13303
430.76923, 0.14086
800.00000, 0.12396
1353.84615, 0.14425
1415.38462, 0.15032
492.30769, 0.14446
615.38462, 0.11828
1538.46154, 0.12019
923.07692, 0.12352
676.92308, 0.14869
861.53846, 0.14964
1538.46154, 0.13236
3507.69231, 0.12610
1415.38462, 0.12791
1846.15385, 0.12783
676.92308, 0.11557
676.92308, 0.12983
984.61538, 0.12552
1230.76923, 0.13581
676.92308, 0.12755
800.00000, 0.12157
307.69231, 0.13426
800.00000, 0.12536
1600.00000, 0.12734
1784.61538, 0.14190
738.46154, 0.11776
1907.69231, 0.15827
1107.69231, 0.12511
1353.84615, 0.12958
307.69231, 0.13232
861.53846, 0.12235
1600.00000, 0.12428
1415.38462, 0.15986
800.00000, 0.11957
861.53846, 0.12767
1415.38462, 0.12369
1969.23077, 0.11977
738.46154, 0.13353
984.61538, 0.12308
800.00000, 0.12674
1107.69231, 0.11708
492.30769, 0.13511
1169.23077, 0.13450
800.00000, 0.13648
492.30769, 0.13223
738.46154, 0.12861
615.38462, 0.15029
1230.76923, 0.12712
307.69231, 0.13226
1230.76923, 0.12638
923.07692, 0.12219
676.92308, 0.12597
923.07692, 0.14686
1538.46154, 0.12187
1107.69231, 0.18514
1230.76923, 0.26159
1169.23077, 0.19339
1046.15385, 0.36598
1107.69231, 0.17819
800.00000, 0.13446
492.30769, 1.27467
2092.30769, 0.50557
1046.15385, 1.17633
1107.69231, 3.24674
246.15385, 0.44015
430.76923, 0.32207
1230.76923, 0.32631
492.30769, 1.94151
1230.76923, 0.52320
369.23077, 0.36027
1476.92308, 0.14886
307.69231, 0.14499
1784.61538, 0.28261
738.46154, 0.12267
1292.30769, 0.12307
553.84615, 0.12213
1846.15385, 0.24790
1046.15385, 0.12866
984.61538, 0.12736
615.38462, 0.12893
1230.76923, 0.12530
1907.69231, 0.18584
1169.23077, 0.13583
3261.53846, 0.11651
1353.84615, 0.12565
1353.84615, 0.13695
1292.30769, 0.13203
1538.46154, 0.18862
923.07692, 0.13666
1169.23077, 0.13932
861.53846, 0.13139
615.38462, 0.12175
1169.23077, 0.13425
800.00000, 0.13546
307.69231, 0.14371
307.69231, 0.14281
430.76923, 0.16853
984.61538, 0.11816
1784.61538, 0.12675
615.38462, 0.11855
492.30769, 0.12214
615.38462, 0.14144
615.38462, 0.12161
615.38462, 0.12474
1415.38462, 0.13784
1723.07692, 0.13120
984.61538, 0.11562
800.00000, 0.11921
1292.30769, 0.13262
923.07692, 0.12613
553.84615, 0.13713
1169.23077, 0.12677
307.69231, 0.16920
1415.38462, 0.12167
984.61538, 0.14691
1107.69231, 0.12792
1046.15385, 0.12138
984.61538, 0.12577
800.00000, 0.14308
923.07692, 0.13425
861.53846, 0.13668
492.30769, 0.12495
553.84615, 0.16919
738.46154, 0.13223
676.92308, 0.13295
1107.69231, 0.12347
553.84615, 0.14655
738.46154, 0.13529
923.07692, 0.13373
1107.69231, 0.13707
1415.38462, 0.13588
615.38462, 0.13313
307.69231, 0.13541
492.30769, 0.14169
430.76923, 0.12352
800.00000, 0.12622
2092.30769, 0.13528
1723.07692, 0.12762
861.53846, 0.12142
1353.84615, 0.13031
1046.15385, 0.13384
1723.07692, 0.13220
1353.84615, 0.12355
984.61538, 0.14629
1169.23077, 0.12736
553.84615, 0.11470
615.38462, 0.15578
1415.38462, 0.14213
1600.00000, 0.11605
615.38462, 0.14455
861.53846, 0.14835
61.53846, 0.14026
1538.46154, 0.12799
553.84615, 0.12290
676.92308, 0.13408
1600.00000, 0.12892
861.53846, 0.12760
492.30769, 0.12634
1169.23077, 0.13541
430.76923, 0.16656
1784.61538, 0.21720
1169.23077, 0.11912
1046.15385, 0.32841
1230.76923, 0.93603
1169.23077, 0.85189
1169.23077, 0.83728
1046.15385, 0.46582
1107.69231, 0.45674
1107.69231, 0.22656
369.23077, 0.12326
1230.76923, 0.15655
676.92308, 0.15906
923.07692, 0.12342
553.84615, 0.12163
553.84615, 0.12596
800.00000, 0.11535
615.38462, 0.12510
1169.23077, 0.16484
2338.46154, 0.11445
553.84615, 0.12958
738.46154, 0.13152
861.53846, 0.13759
676.92308, 0.12457
923.07692, 0.13833
800.00000, 0.13026
676.92308, 0.13173
1169.23077, 0.12712
369.23077, 0.13090
800.00000, 0.14673
1415.38462, 0.14800
676.92308, 0.14454
246.15385, 0.35897
492.30769, 0.11899
553.84615, 0.13592
1353.84615, 0.13538
1292.30769, 0.13142
615.38462, 0.11877
1292.30769, 0.14427
1353.84615, 0.12880
861.53846, 0.12895
1353.84615, 0.13012
1107.69231, 0.23805
923.07692, 0.18111
1230.76923, 0.25541
923.07692, 0.12749
61.53846, 0.12678
984.61538, 0.13107
615.38462, 0.12214
61.53846, 0.12647
738.46154, 0.12523
676.92308, 0.12159
923.07692, 0.12818
676.92308, 0.14414
307.69231, 0.13971
553.84615, 0.12365
1169.23077, 0.13611
615.38462, 0.12941
1907.69231, 0.12723
676.92308, 0.12276
676.92308, 0.12617
492.30769, 0.13263
1230.76923, 0.12665
861.53846, 0.12518
861.53846, 0.15061
2092.30769, 0.13391
369.23077, 0.12364
1169.23077, 0.13775
615.38462, 0.12450
676.92308, 0.20105
738.46154, 0.39110
1107.69231, 0.12618
923.07692, 0.14385
984.61538, 0.12617
492.30769, 0.25470
676.92308, 0.21821
492.30769, 0.16454
369.23077, 0.22350
615.38462, 0.26946
430.76923, 0.44514
246.15385, 0.22301
1292.30769, 0.22781
861.53846, 0.14505
676.92308, 0.14466
1292.30769, 0.11505
1476.92308, 0.15497
430.76923, 0.19282
861.53846, 0.15029
1046.15385, 0.14523
861.53846, 0.13382
615.38462, 0.12950
430.76923, 0.14948
676.92308, 0.13870
615.38462, 0.12254
800.00000, 0.14698
615.38462, 0.12789
1846.15385, 0.17783
923.07692, 0.14319
1046.15385, 0.12857
1784.61538, 0.13119
1661.53846, 0.12497
369.23077, 0.12957
1846.15385, 0.18030
615.38462, 0.12867
676.92308, 0.13778
492.30769, 0.12228
1476.92308, 0.13661
430.76923, 0.20835
61.53846, 0.12861
738.46154, 0.12217
3261.53846, 0.12248
1723.07692, 0.12762
738.46154, 0.14528
676.92308, 0.14026
615.38462, 0.13603
2400.00000, 0.12614
1353.84615, 0.13000
738.46154, 0.13081
615.38462, 0.13910
1046.15385, 0.14676
492.30769, 0.13493
430.76923, 0.14367
369.23077, 0.12459
553.84615, 0.12879
307.69231, 0.14845
307.69231, 0.14695
61.53846, 0.12991
1046.15385, 0.12959
984.61538, 0.12890
923.07692, 0.13842
923.07692, 0.12854
1230.76923, 0.27658
1230.76923, 0.28915
1230.76923, 0.34805
1169.23077, 0.16062
492.30769, 0.11614
61.53846, 0.13535
2092.30769, 0.12446
430.76923, 0.16756
984.61538, 0.15374
1230.76923, 0.19775
1107.69231, 0.25827
1169.23077, 0.21730
1107.69231, 0.19781
984.61538, 0.15094
492.30769, 0.12875
615.38462, 0.15571
4000.00000, 0.12577
984.61538, 0.11771
1046.15385, 0.12528
800.00000, 0.13987
738.46154, 0.12424
2030.76923, 0.13082
738.46154, 0.12876
861.53846, 0.13157
61.53846, 0.13617
1230.76923, 0.13440
1476.92308, 0.11807
676.92308, 0.13817
492.30769, 0.13739
676.92308, 0.13031
615.38462, 0.11629
1169.23077, 0.13240
2584.61538, 0.12143
1107.69231, 0.12595
1169.23077, 0.14609
430.76923, 0.12580
1846.15385, 0.15287
492.30769, 0.17808
984.61538, 0.18050
1784.61538, 0.58644
61.53846, 0.13289
1476.92308, 0.12900
1969.23077, 0.14526
1784.61538, 0.18608
984.61538, 0.28401
923.07692, 0.12587
615.38462, 0.13899
492.30769, 0.11839
553.84615, 0.13501
1538.46154, 0.15419
738.46154, 0.14792
615.38462, 0.13093
246.15385, 0.13617
61.53846, 0.12777
923.07692, 0.15358
1723.07692, 0.12736
369.23077, 0.13176
1230.76923, 0.21938
861.53846, 0.14914
369.23077, 0.21343
984.61538, 0.13748
861.53846, 0.13859
1169.23077, 0.12591
1107.69231, 0.14063
1292.30769, 0.18165
738.46154, 0.13118
738.46154, 0.13578
738.46154, 0.11870
1230.76923, 0.13411
430.76923, 0.22655
492.30769, 0.13131
676.92308, 0.12641
676.92308, 0.13571
492.30769, 0.12678
369.23077, 0.13891
800.00000, 0.12574
984.61538, 0.13758
615.38462, 0.12133
2338.46154, 0.14665
1600.00000, 0.12999
1292.30769, 0.14060
1415.38462, 0.12489
1907.69231, 0.11674
615.38462, 0.13076
1661.53846, 0.13449
984.61538, 0.12532
800.00000, 0.15754
861.53846, 0.14120
923.07692, 0.13764
1415.38462, 0.13688
738.46154, 0.14972
676.92308, 0.12413
430.76923, 0.14260
3384.61538, 0.11536
738.46154, 0.12763
1415.38462, 0.14552
1415.38462, 0.12517
1107.69231, 0.14525
1292.30769, 0.14539
1230.76923, 0.14028
1230.76923, 0.13662
61.53846, 0.12695
1353.84615, 0.12969
1230.76923, 0.12945
615.38462, 0.14207
1046.15385, 0.12343
430.76923, 0.14509
1169.23077, 0.14010
1230.76923, 0.13235
1538.46154, 0.14857
676.92308, 0.11921
184.61538, 1.50788
1046.15385, 0.12788
984.61538, 0.13463
984.61538, 0.14166
984.61538, 0.16235
369.23077, 0.14411
1230.76923, 0.12741
800.00000, 0.13116
861.53846, 0.16671
1230.76923, 0.12562
615.38462, 0.12565
1292.30769, 0.22206
1353.84615, 0.18102
1415.38462, 0.22576
1476.92308, 0.18920
430.76923, 0.13605
553.84615, 0.15976
246.15385, 0.13195
4000.00000, 0.12719
738.46154, 0.13174
676.92308, 0.14275
430.76923, 0.17805
1969.23077, 0.20262
738.46154, 0.12876
2707.69231, 0.12332
1415.38462, 0.13233
984.61538, 0.12451
1415.38462, 0.14814
1169.23077, 0.12406
1415.38462, 0.16122
615.38462, 0.12839
1169.23077, 0.19244
1292.30769, 0.23083
1169.23077, 0.23069
1046.15385, 0.16195
800.00000, 0.12465
861.53846, 0.11650
800.00000, 0.11751
1230.76923, 0.12911
615.38462, 0.13188
923.07692, 0.13906
1600.00000, 0.12728
1107.69231, 0.12550
1661.53846, 0.13899
2030.76923, 0.16068
369.23077, 0.12008
676.92308, 0.15236
2276.92308, 0.12656
1846.15385, 0.15623
1169.23077, 0.13391
923.07692, 0.11726
1353.84615, 0.14074
1600.00000, 0.14766
738.46154, 0.12078
553.84615, 0.13415
1107.69231, 0.13873
307.69231, 0.14029
676.92308, 0.12375
615.38462, 0.14088
1107.69231, 0.15573
800.00000, 0.12143
1107.69231, 0.13398
1046.15385, 0.13763
676.92308, 0.13271
1538.46154, 0.15403
738.46154, 0.13854
923.07692, 0.11778
3323.07692, 0.12220
1107.69231, 0.13559
2400.00000, 0.13186
800.00000, 0.14683
1169.23077, 0.12698
923.07692, 0.11769
553.84615, 0.15115
1600.00000, 0.14260
984.61538, 0.13618
369.23077, 0.14202
676.92308, 0.12681
1169.23077, 0.12311
